ComputerId,Name,OSName,SystemFamily,SerialNumber,ADDisplayName,BiosAssetTag,CurrentUser
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
All info has been omitted but the fields titles are left to give an idea of what could have been here.,,,,,,,
